"x","y","ymin","ymax","se","flipped_aes","PANEL","group","colour","fill","linewidth","linetype","weight","alpha"
0.49,1005.19236245358,265.136010899397,1745.24871400777,340.074762232691,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.497974683544304,1020.83454874295,371.934508031143,1669.73458945476,298.186113252612,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.505949367088608,1035.76318531626,464.893098339398,1606.63327229313,262.329360036846,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.513924050632911,1050.383041712,543.815072727109,1556.95101069689,232.780897353896,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.521898734177215,1064.34793415711,608.600159721586,1520.09570859263,209.427722231894,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.529873417721519,1077.51147654607,659.329571823198,1495.69338126894,192.165247308511,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.537848101265823,1089.81357402144,696.634648038486,1482.99250000439,180.675741094246,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.545822784810127,1101.19413172577,721.846191955665,1480.54207149587,174.320050290565,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.55379746835443,1111.7445064031,737.288286782644,1486.20072602355,172.072180161074,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.561772151898734,1122.22405312988,747.230881146563,1497.2172251132,172.318923462104,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.569746835443038,1132.27866604775,753.286252540769,1511.27107955473,174.156676908061,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.577721518987342,1141.34811182685,756.182550884024,1526.51367276968,176.993395547207,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.585696202531646,1148.87215713733,756.516308463395,1541.22800581126,180.297516085333,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.593670886075949,1155.40162201718,756.087434286247,1554.71580974811,183.495050293874,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.601645569620253,1166.48040543199,759.645214382869,1573.31559648112,186.951143076288,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.609620253164557,1178.40525949938,759.438966147266,1597.3715528515,192.525693882652,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.617594936708861,1185.7074611749,753.545354483967,1617.86956786583,198.58950655616,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.625569620253165,1186.28006831989,748.380173550197,1624.17996308959,201.226166470677,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.633544303797468,1185.71731705762,742.019114737593,1629.41551937765,203.890636625403,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.641518987341772,1181.77400313299,724.788916117786,1638.75909014819,209.996298909141,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.649493670886076,1171.61803030667,701.468785266331,1641.767275347,216.045565158919,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.65746835443038,1150.76267652146,679.984567639885,1621.54078540304,216.334544127666,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.665443037974684,1117.87962502975,655.661224002004,1580.0980260575,212.401140128012,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.673417721518987,1075.90874770129,623.148164297365,1528.66933110521,208.055031790575,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.681392405063291,1027.80140744945,578.069939197321,1477.53287570158,206.66307614712,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.689367088607595,976.508967187631,519.657958534582,1433.35997584068,209.93468648323,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.697341772151899,924.982789829207,452.353275949539,1397.61230370888,217.185311928253,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.705316455696203,876.174238287563,385.072893357374,1367.27558321775,225.673589259183,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.713291139240506,833.034675476081,328.888048618268,1337.18130233389,231.668228911256,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.72126582278481,798.255759396863,294.313144295954,1302.19837449777,231.574480307415,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.729240506329114,762.026584358756,267.730553365675,1256.32261535184,227.141628957733,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.737215189873418,721.179159591724,240.336904608477,1202.02141457497,220.9592758598,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.745189873417722,679.997839379478,214.880275283359,1145.1154034756,213.733379475839,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.753164556962025,642.766978005722,194.609301892376,1090.92465411907,205.939878533483,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.761139240506329,613.770929754165,183.278201630457,1044.26365787787,197.822384541555,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.769113924050633,597.294048908512,184.671195067067,1009.91690274996,189.610721693306,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.777088607594937,587.281129302686,189.713777350069,984.848481255304,182.692334715902,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.785063291139241,573.824366257775,183.203203756249,964.445528759302,179.500383561045,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.793037974683544,563.528176459657,168.921019755167,958.135333164148,181.332049525383,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.801012658227848,563.163648964452,152.373407169296,973.953890759609,188.768589733222,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.808987341772152,579.501872828281,139.893664761949,1019.11008089461,202.011179986138,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.816962025316456,607.505799892201,127.577322575234,1087.43427720917,220.539371724201,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.82493670886076,631.24011634809,107.088510433319,1155.39172226286,240.861026840735,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.832911392405063,650.781567583795,83.5988213291929,1217.9643138384,260.634932961447,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.840886075949367,666.439357757235,60.1188448565136,1272.75987065796,278.619734603303,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.848860759493671,678.522691026335,38.2692178932147,1318.77616415946,294.212794994786,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.856835443037975,687.340771549016,18.875008036444,1355.80653506159,307.177061732964,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.864810126582279,693.202803483201,2.29953540023166,1384.10607156617,317.487667156251,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.872784810126582,696.417990986811,-11.3686849130975,1404.20466688672,325.246023512446,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.880759493670886,697.295538217768,-22.2082775374645,1416.799353973,330.630348019598,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.88873417721519,696.144649333996,-30.4001670455505,1422.68946571354,333.865867325885,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.896708860759494,693.274528493416,-36.1861562807452,1422.73521326758,335.205783197045,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.904683544303798,688.99437985395,-39.8404124441138,1417.82917215201,334.918169646341,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.912658227848101,683.613407573522,-41.6480284042407,1408.87484355128,333.276121309823,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.920632911392405,677.440815810051,-41.8873840201976,1396.7690156403,330.549648024513,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.928607594936709,670.785808721462,-40.8145380667213,1382.38615550965,326.998502520079,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.936582278481013,663.957590465677,-38.6488775304388,1366.56405846179,322.865585904555,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.944556962025317,657.265365200616,-35.560007100455,1350.09073750169,318.370923051001,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.95253164556962,651.018337084204,-31.6564948963616,1333.69316906477,313.706490972579,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.960506329113924,645.525710274361,-26.977623935499,1318.02904448422,309.032428411453,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.968481012658228,641.09668892901,-21.4896977366958,1303.68307559472,304.475338169515,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.976455696202532,638.040477206074,-15.0886555956134,1291.16961000776,300.129488894083,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.984430379746836,636.666279263474,-7.61072776505137,1280.943286292,296.061711404923,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.992405063291139,637.283299259134,1.14739039136646,1273.4192081269,292.320669232231,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.00037974683544,640.200741350974,11.3977885105122,1269.00369419143,288.950988974489,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.00835443037975,645.727809696917,23.3194970297984,1268.13612236403,286.012488775218,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.01632911392405,654.173708454885,37.0057253496628,1271.34169156011,283.60442373255,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.02430379746835,665.439219334351,51.9889395256129,1278.88949914309,281.896044280163,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.03227848101266,677.607154956095,65.7940296528145,1289.42028025938,281.143730043534,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.04025316455696,690.378536465235,77.5029937416521,1303.25407918882,281.631937935869,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.04822784810127,703.740128814357,86.453860587302,1321.02639704141,283.658778761864,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.05620253164557,717.678696956048,91.9783937712373,1343.37900014086,287.525242351653,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.06417721518987,732.181005842896,93.4343086272388,1370.92770305855,293.520393043511,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.07215189873418,747.233820427485,90.2386740306612,1404.22896682431,301.906020710063,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.08012658227848,762.823905662403,81.8966131680439,1443.75119815676,312.903452022889,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.08810126582279,778.938026500238,68.0198058820246,1489.85624711845,326.685048153289,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.09607594936709,795.562947893575,48.3316683137778,1542.79422747337,343.371824594526,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.10405063291139,812.685434795002,22.6595208334295,1602.71134875657,363.037050197487,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.1120253164557,830.292252157104,-9.08294252358257,1669.66744683779,385.714302911639,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.12,848.370164932469,-46.9181167570338,1743.65844662197,411.407791968636,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
